rawMax;rawMin;rawAve;rawDev;rawVar;fitMax;fitMin;fitAve
6986.32;4007.21;5311.75;729.13;531632.45;6374.10;4484.15;5311.75
6946.60;4007.21;4930.78;803.22;645160.51;5916.94;4478.96;4930.78
6201.97;4007.21;4770.56;588.23;346018.35;5724.67;4261.75;4770.56
5996.44;4007.21;4714.64;615.44;378769.33;5657.56;4194.24;4714.64
5914.59;4007.21;4630.49;557.64;310957.62;5556.58;4180.98;4630.49
6627.36;3983.71;4782.94;711.86;506744.93;5739.53;4368.43;4782.94
7209.64;3840.94;4993.84;721.80;520990.03;5992.61;4474.17;4993.84
6268.48;3840.94;4771.78;658.04;433012.67;5726.13;4178.24;4771.78
6663.36;3840.94;4881.09;586.40;343868.98;5857.30;4311.36;4881.09
6834.36;3840.94;4526.11;627.31;393514.21;5431.33;4257.41;4526.11
5647.47;3840.94;4449.34;594.51;353443.66;5339.21;3997.48;4449.34
6355.35;3840.94;4543.26;700.38;490537.15;5451.91;4191.09;4543.26
5917.63;3840.94;4393.98;598.33;357996.59;5272.78;4075.00;4393.98
6372.23;3840.94;4772.71;594.91;353915.84;5727.25;4216.66;4772.71
6962.39;3840.94;4784.55;764.87;585018.88;5741.46;4369.94;4784.55
6262.47;3840.94;4763.44;649.84;422289.79;5716.13;4177.16;4763.44
6887.22;3840.94;4649.49;682.60;465937.33;5579.39;4313.49;4649.49
6911.07;3840.94;4534.38;763.82;583425.10;5441.25;4269.78;4534.38
5939.78;3840.94;4512.50;655.41;429558.00;5414.99;4087.86;4512.50
6878.35;3840.94;4708.06;771.96;595918.03;5649.68;4331.85;4708.06
5900.99;3840.94;4540.84;577.75;333793.92;5449.01;4073.52;4540.84
6686.93;3840.94;4614.96;740.40;548187.67;5537.95;4270.16;4614.96
6316.12;3840.94;4454.11;598.38;358063.06;5344.93;4160.76;4454.11
6095.21;3840.94;4589.72;615.64;379013.57;5507.66;4133.17;4589.72
6183.83;3738.03;4453.15;658.72;433907.16;5343.78;4085.14;4453.15
6288.11;3738.03;4537.25;662.44;438824.74;5444.70;4123.03;4537.25
7128.69;3738.03;4561.74;730.57;533738.38;5474.09;4268.98;4561.74
7052.47;3738.03;4512.46;749.05;561076.19;5414.95;4237.30;4512.46
6534.94;3738.03;4489.23;649.52;421878.83;5387.08;4159.54;4489.23
6214.61;3738.03;4406.46;610.38;372562.25;5287.76;4080.67;4406.46
7038.87;3738.03;4358.80;692.01;478882.18;5230.56;4156.88;4358.80
6836.35;3738.03;4396.88;652.94;426328.58;5276.25;4159.38;4396.88
7701.02;3738.03;4446.33;744.43;554173.33;5335.60;4252.81;4446.33
6367.77;3738.03;4370.06;679.88;462236.22;5244.07;4093.54;4370.06
6238.99;3738.03;4485.58;704.44;496241.03;5382.69;4103.11;4485.58
7108.85;3738.03;4481.94;737.00;543170.44;5378.33;4228.09;4481.94
6770.31;3738.03;4570.59;728.59;530847.14;5484.71;4224.61;4570.59
6251.23;3738.03;4396.65;685.99;470580.25;5275.98;4084.37;4396.65
6099.21;3738.03;4476.67;747.94;559409.27;5372.00;4069.08;4476.67
6131.99;3738.03;4325.33;667.00;444894.69;5190.39;4044.12;4325.33
6659.91;3738.03;4419.51;707.71;500849.45;5303.41;4150.65;4419.51
6255.41;3738.03;4415.85;695.02;483058.35;5299.02;4090.43;4415.85
5916.48;3738.03;4547.30;616.61;380202.71;5456.76;4009.75;4547.30
7365.15;3738.03;4673.98;763.88;583512.44;5608.77;4348.87;4673.98
6525.89;3738.03;4457.16;640.32;410013.96;5348.59;4147.28;4457.16
6947.71;3738.03;4540.88;721.98;521258.75;5449.05;4237.94;4540.88
6314.62;3738.03;4504.51;667.49;445542.11;5405.41;4123.03;4504.51
6152.97;3738.03;4610.42;664.45;441489.32;5532.50;4088.94;4610.42
5794.78;3738.03;4349.66;601.00;361204.59;5219.59;3981.47;4349.66
6462.29;3738.03;4430.02;616.92;380594.19;5316.02;4128.34;4430.02
6682.86;3738.03;4388.93;708.23;501588.23;5266.72;4139.86;4388.93
6782.61;3738.03;4350.14;626.60;392624.93;5220.17;4131.21;4350.14
6829.61;3738.03;4456.76;670.59;449690.45;5348.12;4186.77;4456.76
6201.85;3738.03;4287.36;637.25;406092.37;5144.83;4041.32;4287.36
6538.18;3738.03;4389.25;726.44;527710.81;5267.10;4123.23;4389.25
6141.91;3738.03;4596.16;687.93;473244.48;5515.40;4085.85;4596.16
6404.90;3738.03;4441.63;692.69;479815.78;5329.96;4123.27;4441.63
7089.48;3697.62;4444.62;631.41;398678.90;5333.54;4193.56;4444.62
6763.47;3616.34;4568.83;645.75;416987.25;5482.59;4172.25;4568.83
6583.25;3414.44;4227.04;632.19;399667.12;5072.44;3935.48;4227.04
6736.07;3414.44;4326.36;726.37;527607.68;5191.63;3998.91;4326.36
6796.47;3400.38;4292.12;742.97;552007.55;5150.55;3986.46;4292.12
6527.57;3400.38;4403.92;713.16;508591.57;5284.70;3987.70;4403.92
6257.25;3400.38;4272.90;768.56;590690.46;5127.48;3897.14;4272.90
6553.84;3400.38;4453.37;717.64;515008.02;5344.04;4006.87;4453.37
6536.09;3400.38;4409.58;699.39;489152.87;5291.49;3991.04;4409.58
6532.98;3400.38;4260.31;704.31;496046.08;5112.38;3937.91;4260.31
6692.80;3400.38;4143.70;698.88;488436.16;4972.44;3902.04;4143.70
5960.18;3400.38;4277.78;664.66;441766.78;5133.34;3831.60;4277.78
5956.56;3400.38;4331.30;670.71;449855.90;5197.56;3835.13;4331.30
5927.07;3400.38;4238.91;676.19;457230.99;5086.69;3817.81;4238.91
7227.58;3346.76;4182.52;749.78;562168.06;5019.02;3952.93;4182.52
5794.01;3346.76;4418.30;738.74;545738.21;5301.97;3730.02;4418.30
5953.58;3346.76;4206.76;705.46;497679.45;5048.12;3792.54;4206.76
6051.60;3346.76;4157.34;766.71;587841.63;4988.81;3801.54;4157.34
6489.15;3346.76;4353.16;761.61;580057.12;5223.80;3942.95;4353.16
6531.05;3346.76;4079.22;693.79;481345.30;4895.06;3835.50;4079.22
6273.51;3346.76;4177.05;744.00;553535.22;5012.47;3846.19;4177.05
6211.02;3346.76;4247.33;714.00;509800.15;5096.80;3857.76;4247.33
6331.96;3346.76;4076.47;754.58;569388.15;4891.76;3812.70;4076.47
6453.58;3346.76;4189.94;695.51;483740.99;5027.93;3877.80;4189.94
7208.05;3346.76;4151.22;743.55;552870.22;4981.47;3932.73;4151.22
6422.98;3346.76;4195.73;705.98;498409.67;5034.88;3875.87;4195.73
5403.41;3346.76;4180.85;621.13;385805.72;5017.02;3610.37;4180.85
7155.31;3346.76;4166.24;713.81;509518.35;4999.49;3937.80;4166.24
6742.60;3346.76;4234.11;676.47;457617.46;5080.93;3934.56;4234.11
5494.24;3346.76;4032.58;649.97;422464.09;4839.10;3654.16;4032.58
5523.78;3346.76;4213.08;662.01;438261.15;5055.70;3656.15;4213.08
6632.08;3346.76;4097.75;671.34;450697.67;4917.30;3854.89;4097.75
5661.07;3346.76;4107.36;665.08;442326.70;4928.83;3705.22;4107.36
6212.70;3346.76;4126.38;773.22;597874.67;4951.65;3817.99;4126.38
5905.54;3346.76;4189.79;629.52;396289.51;5027.75;3778.06;4189.79
6041.42;3346.76;4040.89;652.83;426182.70;4849.07;3760.48;4040.89
5823.33;3346.76;4190.25;683.51;467183.44;5028.29;3757.40;4190.25
5823.14;3346.76;4227.10;699.44;489212.64;5072.52;3760.79;4227.10
6399.04;3346.76;4220.62;727.90;529835.78;5064.75;3882.01;4220.62
6432.93;3346.76;4186.89;742.10;550716.17;5024.27;3873.67;4186.89
6306.88;3346.76;4379.94;840.07;705722.16;5255.93;3910.26;4379.94
6098.10;3346.76;4046.13;692.23;479185.12;4855.36;3770.32;4046.13
5778.72;3346.76;4085.49;658.99;434265.40;4902.58;3729.00;4085.49
6489.15;3346.76;4143.70;748.31;559974.58;4972.44;3862.11;4143.70
5990.45;3346.76;4147.42;707.76;500931.13;4976.90;3787.07;4147.42
6362.84;3346.76;4206.37;721.67;520801.96;5047.64;3871.02;4206.37
7172.74;3346.76;4205.21;718.83;516715.42;5046.26;3961.92;4205.21
6915.95;3346.76;4126.49;700.82;491146.58;4951.79;3895.80;4126.49
6313.62;3346.76;4156.90;711.09;505653.58;4988.28;3844.61;4156.90
6411.19;3346.76;4282.31;777.81;604981.04;5138.78;3905.93;4282.31
5853.38;3346.76;4141.81;666.45;444160.71;4970.18;3757.03;4141.81
5731.33;3346.76;4189.35;644.30;415127.16;5027.22;3731.51;4189.35
7299.40;3346.76;4188.37;736.49;542415.04;5026.04;3961.76;4188.37
6604.98;3346.76;4299.51;855.38;731674.01;5159.42;3944.15;4299.51
6674.99;3346.76;4229.66;741.19;549359.69;5075.59;3924.23;4229.66
6106.09;3346.76;4169.95;684.64;468725.45;5003.95;3815.36;4169.95
5636.03;3346.76;4166.36;683.22;466790.84;4999.63;3701.67;4166.36
6701.52;3346.76;4182.23;678.46;460304.42;5018.68;3904.84;4182.23
5742.12;3346.76;4131.94;714.42;510390.55;4958.33;3728.97;4131.94
5525.43;3346.76;4170.56;657.29;432024.81;5004.67;3663.40;4170.56
5826.03;3346.76;4031.59;676.99;458309.50;4837.90;3723.87;4031.59
6160.13;3346.76;4379.44;673.10;453056.94;5255.32;3871.48;4379.44
7057.24;3346.76;4303.24;759.87;577408.81;5163.89;4004.33;4303.24
6669.02;3346.76;4146.85;715.86;512453.27;4976.21;3883.75;4146.85
6359.49;3346.76;4290.51;738.07;544749.85;5148.61;3899.09;4290.51
6774.96;3346.76;4256.29;787.03;619410.13;5107.55;3948.89;4256.29
5954.77;3346.76;4141.54;688.15;473545.64;4969.85;3778.48;4141.54
7141.46;3346.76;4326.71;708.39;501814.68;5192.05;4025.44;4326.71
6595.12;3346.76;4303.26;764.02;583726.84;5163.91;3944.07;4303.26
6009.44;3346.76;4281.65;824.84;680358.88;5137.98;3818.30;4281.65
5631.36;3346.76;4328.31;678.39;460207.90;5193.97;3676.23;4328.31
6599.01;3346.76;4127.48;782.39;612136.32;4952.98;3866.72;4127.48
5934.67;3346.76;4171.28;651.13;423971.62;5005.53;3781.20;4171.28
5860.57;3346.76;4131.31;697.94;487122.32;4957.58;3756.44;4131.31
5857.40;3346.76;4131.15;681.21;464052.31;4957.38;3755.72;4131.15
6181.76;3346.76;4155.43;729.98;532867.77;4986.52;3823.76;4155.43
6443.20;3346.76;4193.21;719.99;518386.39;5031.85;3877.71;4193.21
6796.29;3346.76;4295.41;775.22;600971.79;5154.50;3969.54;4295.41
6761.92;3346.76;4150.10;764.89;585064.26;4980.12;3894.81;4150.10
5552.82;3346.76;4084.40;662.57;438992.84;4901.28;3674.05;4084.40
7128.51;3346.76;4184.28;733.65;538238.88;5021.14;3946.23;4184.28
6670.62;3346.76;4224.30;739.16;546361.19;5069.16;3921.23;4224.30
6171.04;3346.76;4290.00;656.02;430363.14;5148.00;3859.76;4290.00
6247.61;3346.76;4363.04;729.85;532675.10;5235.65;3892.48;4363.04
6256.27;3346.76;4300.89;699.39;489146.47;5161.07;3881.17;4300.89
6566.20;3346.76;4135.36;727.66;529490.11;4962.43;3867.05;4135.36
6044.15;3346.76;4158.12;678.58;460471.90;4989.74;3800.36;4158.12
5806.16;3346.76;4280.03;710.80;505236.32;5136.03;3756.56;4280.03
6804.03;3346.76;4291.73;737.27;543571.86;5150.08;3968.88;4291.73
5845.86;3346.76;4293.30;720.02;518428.69;5151.96;3769.81;4293.30
5817.44;3346.76;4287.43;685.97;470552.22;5144.91;3760.24;4287.43
6158.05;3346.76;4183.17;670.10;449036.15;5019.81;3828.84;4183.17
6314.09;3346.76;4161.31;624.00;389377.65;4993.57;3846.41;4161.31
6715.43;3346.76;4321.04;735.93;541589.69;5185.25;3969.39;4321.04
5689.05;3346.76;4204.56;755.67;571041.48;5045.47;3718.65;4204.56
6704.67;3346.76;4156.33;808.19;653164.96;4987.59;3892.25;4156.33
6452.44;3346.76;4188.94;830.31;689414.72;5026.73;3877.22;4188.94
6653.52;3346.76;4242.70;700.03;490040.71;5091.24;3927.36;4242.70
6587.08;3346.76;4137.47;767.43;588952.49;4964.96;3870.36;4137.47
6419.14;3346.76;4106.71;682.25;465462.77;4928.05;3836.79;4106.71
6031.21;3346.76;4199.23;728.20;530270.31;5039.08;3808.43;4199.23
5772.68;3346.76;4302.73;675.75;456642.25;5163.28;3743.08;4302.73
6648.38;3346.76;4336.18;712.41;507530.18;5203.41;3965.08;4336.18
6650.81;3346.76;4324.90;682.59;465924.06;5189.88;3961.14;4324.90
5926.35;3346.76;4365.39;641.96;412116.41;5238.47;3795.65;4365.39
6278.48;3346.76;4311.53;729.16;531669.69;5173.84;3888.58;4311.53
7602.98;3346.76;4144.90;780.82;609686.55;4973.88;3953.57;4144.90
7525.41;3346.76;4164.72;764.23;584046.32;4997.66;3961.99;4164.72
5831.90;3346.76;4258.87;699.44;489210.86;5110.64;3764.98;4258.87
5852.21;3346.76;4199.41;639.05;408386.17;5039.29;3766.13;4199.41
6335.00;3346.76;4171.74;766.66;587772.35;5006.09;3853.55;4171.74
6002.13;3346.76;4237.94;666.26;443901.56;5085.53;3809.78;4237.94
5955.44;3346.76;4240.95;705.03;497067.10;5089.14;3798.58;4240.95
6394.61;3346.76;4240.44;707.02;499877.17;5088.53;3888.60;4240.44
6344.53;3346.76;4209.04;712.11;507100.27;5050.85;3869.13;4209.04
6310.34;3346.76;4205.43;769.97;592855.80;5046.52;3862.32;4205.43
6377.48;3346.76;4093.18;744.65;554503.78;4911.82;3825.68;4093.18
5776.88;3346.76;4211.36;658.11;433112.57;5053.63;3746.19;4211.36
6842.75;3346.76;4321.56;735.75;541328.54;5185.88;3987.38;4321.56
6913.52;3346.76;4371.44;716.09;512790.34;5245.73;4019.03;4371.44
5796.91;3346.76;4036.67;708.80;502397.31;4844.01;3720.24;4036.67
6632.30;3346.76;4198.37;741.83;550305.88;5038.04;3904.58;4198.37
6162.84;3346.76;4191.28;781.07;610070.62;5029.54;3832.21;4191.28
6971.98;3346.76;4182.93;727.47;529206.44;5019.51;3932.12;4182.93
6568.54;3346.76;4176.71;734.49;539477.91;5012.06;3886.85;4176.71
5781.95;3346.76;4145.45;695.02;483049.35;4974.53;3740.81;4145.45
7324.18;3346.76;4172.46;716.10;512805.01;5006.96;3953.84;4172.46
6019.79;3346.76;4070.53;761.48;579857.28;4884.64;3768.25;4070.53
6504.92;3346.76;4191.33;764.41;584317.19;5029.60;3885.32;4191.33
6279.32;3346.76;4132.99;692.25;479210.45;4959.59;3830.20;4132.99
6177.79;3346.76;4162.27;694.23;481954.70;4994.73;3825.45;4162.27
6575.52;3346.76;4242.39;726.57;527903.95;5090.87;3916.68;4242.39
6970.33;3346.76;4310.42;832.72;693430.31;5172.50;3998.09;4310.42
6225.10;3346.76;4094.37;717.72;515127.85;4913.25;3807.05;4094.37
6351.22;3346.76;4208.62;740.83;548833.00;5050.34;3870.04;4208.62
7381.75;3346.76;4234.74;743.86;553332.81;5081.69;3995.76;4234.74
7075.98;3346.76;4290.22;820.38;673031.27;5148.27;3999.63;4290.22
6134.62;3346.76;4238.90;774.40;599690.15;5086.68;3839.93;4238.90
6529.29;3346.76;4256.66;842.93;710533.57;5107.99;3915.81;4256.66
7682.85;3346.76;4223.87;844.34;712909.58;5068.65;4009.66;4223.87
6446.87;3346.76;4254.26;813.15;661217.56;5105.12;3902.10;4254.26
6635.04;3346.76;4266.38;704.63;496500.04;5119.66;3935.10;4266.38
6145.26;3346.76;4146.86;746.02;556539.21;4976.23;3814.80;4146.86
6458.34;3346.76;4172.96;792.21;627589.17;5007.55;3871.24;4172.96
6399.20;3346.76;4091.22;700.21;490294.83;4909.47;3827.29;4091.22
7044.47;3346.76;4290.02;811.41;658392.59;5148.02;3996.20;4290.02
6556.92;3346.76;4245.10;710.61;504964.72;5094.12;3915.19;4245.10
5795.08;3346.76;4149.08;674.79;455345.46;4978.90;3744.60;4149.08
5660.30;3346.76;4113.32;650.36;422973.65;4935.98;3705.67;4113.32
6489.15;3346.76;4115.01;745.48;555742.82;4938.01;3848.69;4115.01
6101.42;3346.76;4046.97;678.76;460713.01;4856.36;3771.11;4046.97
6884.81;3346.76;4238.39;795.46;632761.76;5086.06;3952.79;4238.39
5653.99;3346.76;4206.03;653.61;427200.57;5047.23;3706.83;4206.03
6217.70;3346.76;4170.93;790.96;625623.43;5005.12;3835.03;4170.93
6137.52;3346.76;4139.19;694.52;482357.99;4967.03;3810.91;4139.19
6419.78;3346.76;4220.58;783.86;614430.34;5064.69;3885.18;4220.58
6428.06;3346.76;4391.96;706.54;499193.66;5270.35;3941.05;4391.96
6709.85;3346.76;4279.18;783.76;614281.50;5135.02;3950.88;4279.18
7581.92;3346.76;4127.24;808.86;654248.06;4952.69;3940.76;4127.24
6474.92;3346.76;4202.86;752.41;566122.63;5043.43;3886.14;4202.86
7007.86;3346.76;4248.43;749.81;562213.44;5098.11;3970.79;4248.43
6141.30;3346.76;4272.49;732.45;536488.32;5126.99;3849.21;4272.49
6601.90;3346.76;4148.23;759.11;576250.03;4977.88;3877.23;4148.23
7130.04;3346.76;4157.68;745.56;555857.86;4989.21;3930.82;4157.68
6265.95;3346.76;4210.51;761.55;579964.13;5052.61;3856.64;4210.51
6727.98;3346.76;4321.53;813.72;662134.54;5185.83;3971.43;4321.53
6199.20;3346.76;4143.29;678.96;460981.05;4971.95;3822.24;4143.29
6340.62;3346.76;4278.23;758.60;575475.00;5133.87;3891.78;4278.23
6240.36;3346.76;4371.73;650.63;423316.33;5246.08;3892.14;4371.73
6264.55;3346.76;4223.36;648.61;420695.28;5068.04;3860.61;4223.36
6918.29;3346.76;4179.75;768.52;590621.74;5015.70;3925.48;4179.75
5988.16;3346.76;4161.59;668.66;447103.44;4993.91;3790.29;4161.59
6605.38;3346.76;4270.89;802.45;643928.62;5125.07;3932.76;4270.89
5559.32;3346.76;4152.09;627.12;393277.57;4982.51;3676.86;4152.09
7232.67;3346.76;4261.64;840.21;705947.10;5113.96;3999.18;4261.64
6304.76;3346.76;4224.73;713.64;509283.02;5069.68;3868.08;4224.73
6697.06;3346.76;4238.62;732.25;536182.81;5086.35;3931.09;4238.62
6563.10;3346.76;4264.86;791.37;626261.94;5117.84;3924.12;4264.86
5648.92;3346.76;4130.10;632.44;399980.94;4956.12;3704.08;4130.10
5558.31;3346.76;4137.62;706.57;499244.91;4965.14;3676.96;4137.62
6309.88;3346.76;4235.60;786.17;618060.66;5082.72;3872.61;4235.60
5957.32;3346.76;4232.57;721.08;519956.60;5079.08;3797.81;4232.57
6534.81;3346.76;4259.11;775.25;601014.90;5110.93;3917.60;4259.11
6596.38;3346.76;4214.45;782.08;611642.47;5057.34;3907.40;4214.45
5843.10;3346.76;4048.98;684.41;468417.69;4858.77;3732.03;4048.98
6111.85;3346.76;4236.96;744.38;554107.04;5084.35;3834.62;4236.96
6136.88;3346.76;4158.21;796.00;633617.43;4989.85;3817.16;4158.21
6027.34;3346.76;4225.07;715.48;511913.21;5070.09;3813.27;4225.07
6508.87;3346.76;4307.31;731.49;535084.40;5168.77;3931.45;4307.31
5746.09;3346.76;4315.57;673.93;454183.91;5178.68;3731.03;4315.57
6717.99;3346.76;4344.33;697.40;486365.72;5213.20;3979.18;4344.33
6412.56;3346.76;4201.62;697.68;486751.34;5041.94;3876.71;4201.62
5715.26;3346.76;4281.67;625.20;390879.96;5138.00;3723.22;4281.67
6334.83;3346.76;4220.35;652.72;426045.14;5064.43;3871.63;4220.35
6136.33;3346.76;4207.34;773.46;598246.06;5048.81;3831.94;4207.34
6386.97;3346.76;4100.92;797.51;636016.83;4921.10;3830.34;4100.92
5883.78;3346.76;4035.83;674.88;455464.30;4843.00;3734.85;4035.83
6687.22;3346.76;4149.85;713.10;508504.92;4979.81;3887.16;4149.85
5926.08;3346.76;4113.16;749.85;562278.07;4935.79;3765.40;4113.16
5456.26;3346.76;4125.06;626.91;393018.15;4950.07;3642.71;4125.06
6564.69;3346.76;4317.09;730.23;533235.58;5180.51;3944.34;4317.09
6078.78;3346.76;4175.11;737.17;543417.28;5010.13;3811.76;4175.11
5874.36;3346.76;4134.00;731.85;535611.64;4960.80;3760.00;4134.00
5762.60;3346.76;4136.79;644.74;415690.60;4964.14;3734.75;4136.79
6616.36;3346.76;4248.58;726.34;527570.28;5098.29;3924.95;4248.58
5900.63;3346.76;4156.02;666.35;444028.27;4987.22;3770.45;4156.02
6509.08;3346.76;4221.16;780.88;609775.63;5065.39;3898.51;4221.16
6360.97;3346.76;4390.02;807.55;652132.53;5268.02;3925.28;4390.02
6608.52;3346.76;4114.81;651.87;424932.98;4937.77;3861.34;4114.81
6413.91;3346.76;4043.06;706.22;498748.63;4851.68;3805.58;4043.06
6167.60;3346.76;4218.72;759.51;576855.30;5062.47;3841.22;4218.72
6706.22;3346.76;4225.32;771.95;595908.91;5070.38;3926.06;4225.32
5976.78;3346.76;4190.66;696.08;484524.94;5028.79;3794.66;4190.66
6338.99;3346.76;4276.89;739.97;547561.62;5132.26;3891.06;4276.89
7607.77;3346.76;4228.02;838.13;702464.27;5073.63;4007.53;4228.02
5701.14;3346.76;4212.30;639.56;409039.69;5054.76;3722.54;4212.30
5627.36;3346.76;4102.50;670.82;450001.33;4923.00;3695.85;4102.50
7203.72;3346.76;4238.11;782.48;612276.14;5085.73;3983.35;4238.11
7163.21;3346.76;4352.46;827.70;685090.49;5222.95;4041.00;4352.46
6739.33;3346.76;4155.75;724.51;524920.59;4986.91;3895.50;4155.75
5523.78;3346.76;4099.11;612.89;375634.65;4918.93;3666.17;4099.11
6439.31;3346.76;4098.63;767.40;588905.31;4918.36;3835.32;4098.63
6553.96;3346.76;4157.06;745.91;556381.79;4988.47;3875.99;4157.06
5717.25;3346.76;4121.61;687.75;473005.74;4945.93;3721.32;4121.61
6157.43;3346.76;4218.92;728.91;531306.19;5062.70;3839.29;4218.92
6603.98;3346.76;4168.09;710.10;504244.74;5001.71;3887.01;4168.09
5977.13;3346.76;4218.59;730.18;533159.53;5062.31;3800.30;4218.59
6313.43;3346.76;4127.11;691.88;478691.08;4952.53;3832.50;4127.11
6342.97;3346.76;4197.86;738.10;544790.64;5037.43;3864.75;4197.86
5882.45;3346.76;4178.48;711.45;506160.83;5014.17;3770.57;4178.48
5684.42;3346.76;4141.53;707.34;500331.05;4969.83;3714.86;4141.53
6344.67;3346.76;4230.14;764.51;584483.11;5076.17;3876.70;4230.14
6505.47;3346.76;4313.30;728.91;531312.07;5175.96;3932.95;4313.30
6654.92;3346.76;4172.48;730.34;533399.58;5006.97;3894.91;4172.48
6404.64;3346.76;4153.69;740.10;547747.70;4984.43;3855.88;4153.69
7019.61;3346.76;4390.94;807.87;652646.19;5269.13;4042.10;4390.94
5921.86;3346.76;4218.92;759.50;576844.04;5062.71;3786.78;4218.92
6705.87;3346.76;4335.62;834.38;696195.96;5202.74;3973.86;4335.62
6156.18;3346.76;4277.34;730.28;533304.68;5132.80;3853.63;4277.34
5711.78;3346.76;4229.51;657.36;432124.71;5075.41;3725.74;4229.51
6616.37;3346.76;4197.77;714.41;510380.50;5037.32;3902.36;4197.77
7171.93;3346.76;4161.88;772.07;596097.58;4994.26;3936.47;4161.88
6640.26;3346.76;4317.69;776.84;603480.49;5181.23;3956.70;4317.69
6412.56;3346.76;4278.69;726.44;527711.26;5134.42;3904.96;4278.69
6546.87;3346.76;4180.39;658.68;433856.72;5016.47;3885.87;4180.39
5841.91;3346.76;4119.54;693.73;481260.54;4943.44;3749.88;4119.54
5781.95;3346.76;4098.75;724.91;525492.66;4918.50;3732.52;4098.75
6057.00;3346.76;4138.26;685.17;469451.52;4965.92;3796.85;4138.26
6552.46;3346.76;4239.08;782.59;612444.58;5086.89;3912.06;4239.08
6054.12;3346.76;4053.64;715.66;512176.19;4864.37;3767.17;4053.64
5676.82;3346.76;4136.34;686.94;471885.74;4963.60;3712.32;4136.34
6968.07;3346.76;4268.80;721.68;520824.95;5122.55;3977.16;4268.80
6178.39;3346.76;4124.01;759.84;577349.34;4948.81;3811.96;4124.01
5882.89;3346.76;4150.30;719.98;518377.33;4980.36;3765.34;4150.30
5744.98;3346.76;4176.32;668.16;446442.58;5011.58;3734.60;4176.32
6996.70;3346.76;4316.19;768.93;591248.07;5179.43;4003.99;4316.19
6360.97;3346.76;4167.97;787.12;619562.91;5001.57;3855.82;4167.97
5877.70;3346.76;4101.20;643.95;414674.40;4921.44;3752.86;4101.20
5605.10;3346.76;4167.12;664.68;441798.48;5000.54;3691.66;4167.12
5842.68;3346.76;4240.38;705.85;498218.33;5088.46;3767.40;4240.38
6514.90;3346.76;4146.60;737.90;544490.79;4975.92;3866.52;4146.60
5975.21;3346.76;4250.52;741.08;549205.09;5100.63;3805.06;4250.52
6879.07;3346.76;4186.83;725.66;526576.66;5024.19;3925.54;4186.83
5644.76;3346.76;4254.80;637.13;405938.52;5105.76;3698.88;4254.80
6599.56;3346.76;4230.93;738.91;545984.74;5077.11;3915.06;4230.93
6577.42;3346.76;4331.19;733.11;537455.91;5197.43;3951.56;4331.19
6371.31;3346.76;4141.65;739.87;547406.53;4969.98;3846.35;4141.65
6204.92;3346.76;4213.29;799.48;639166.55;5055.95;3846.66;4213.29
5729.02;3346.76;4155.87;711.30;505953.12;4987.05;3728.38;4155.87
5915.05;3346.76;4218.29;724.66;525128.90;5061.94;3784.95;4218.29
6820.28;3346.76;4265.53;735.61;541118.99;5118.64;3958.73;4265.53
5615.02;3346.76;4107.81;655.00;429025.32;4929.37;3692.97;4107.81
6579.40;3346.76;4193.72;778.33;605794.57;5032.47;3895.95;4193.72
6637.26;3346.76;4252.02;766.88;588110.28;5102.42;3929.27;4252.02
6173.17;3346.76;4274.42;758.14;574779.97;5129.31;3856.76;4274.42
6595.41;3346.76;4376.99;746.48;557228.24;5252.39;3970.46;4376.99
5611.31;3346.76;4021.12;679.97;462364.17;4825.35;3680.07;4021.12
6551.23;3346.76;4020.20;736.68;542694.74;4824.24;3806.27;4020.20
7309.23;3346.76;4193.79;730.16;533136.53;5032.55;3965.75;4193.79
5730.40;3346.76;4097.84;639.43;408875.90;4917.41;3720.79;4097.84
6445.91;3346.76;4335.45;793.93;630329.48;5202.55;3929.24;4335.45
6881.39;3346.76;4251.36;766.76;587915.81;5101.63;3958.91;4251.36
6677.81;3346.76;4192.68;706.17;498673.20;5031.21;3907.25;4192.68
6089.89;3346.76;4134.14;691.47;478135.41;4960.97;3801.26;4134.14
6524.90;3346.76;4301.10;719.78;518089.72;5161.32;3931.94;4301.10
6378.33;3346.76;4195.93;729.40;532020.01;5035.11;3869.40;4195.93
5996.80;3346.76;4247.17;748.87;560799.02;5096.61;3810.03;4247.17
5904.55;3346.76;4227.29;688.37;473847.11;5072.75;3783.44;4227.29
6084.85;3346.76;4167.05;677.88;459522.95;5000.45;3810.58;4167.05
6535.88;3346.76;4030.80;755.61;570946.72;4836.96;3810.67;4030.80
6535.46;3346.76;4092.69;701.73;492422.40;4911.23;3842.74;4092.69
6142.70;3346.76;4164.61;766.87;588085.26;4997.54;3820.24;4164.61
5674.19;3346.76;4158.50;682.33;465578.01;4990.20;3713.08;4158.50
6378.20;3346.76;4236.06;745.35;555543.46;5083.27;3884.34;4236.06
6742.60;3346.76;4385.24;769.18;591639.70;5262.29;3998.88;4385.24
5748.32;3346.76;4300.00;653.66;427266.89;5160.00;3733.98;4300.00
6734.82;3346.76;4211.35;755.24;570385.90;5053.62;3922.77;4211.35
6421.11;3346.76;4271.13;668.89;447409.67;5125.36;3903.86;4271.13
5758.23;3346.76;4231.22;718.80;516668.78;5077.46;3741.07;4231.22
5833.41;3346.76;4269.24;708.87;502496.82;5123.09;3765.68;4269.24
